concept,games,credits,credits_n,credits_confidence,licence,licence_confidence,licence_source,identical_art,distinct_art,images,category,mods,minetest_game,mineclonia,mineclone2,asuna
doors_door_wood_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_upper_toppart,
doors_frost_land_door,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,frost_land,,,,doors_frost_land_door
doors_item_badland,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,badland,,,,doors_item_badland
doors_item_frost_land,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,frost_land,,,,doors_item_frost_land
doors_item_japanese,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,japaneseforest,,,,doors_item_japanese
doors_item_nightshade,1,,0,game,CC0,unsplit,mods/biomes/nightshade/license.txt,no,1,1,other,nightshade,,,,doors_item_nightshade
doors_japanese_door,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,japaneseforest,,,,doors_japanese_door
doors_nightshade_door,1,,0,game,CC0,unsplit,mods/biomes/nightshade/license.txt,no,1,1,other,nightshade,,,,doors_nightshade_door
doors_trapdoor_acacia,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_acacia,
doors_trapdoor_acacia_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_acacia_side,
doors_trapdoor_birch,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_birch,
doors_trapdoor_birch_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_birch_side,
doors_trapdoor_dark_oak,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_dark_oak,
doors_trapdoor_dark_oak_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_dark_oak_side,
doors_trapdoor_jungle,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_jungle,
doors_trapdoor_jungle_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_jungle_side,
doors_trapdoor_spruce,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_spruce,
doors_trapdoor_spruce_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_trapdoor_spruce_side,
dorwinion,1,,0,game,CC0,unsplit,mods/biomes/dorwinion/license.txt,no,1,1,other,dorwinion,,,,dorwinion
dosera,1,,0,game,LGPL,unsplit,mods/herbs/LICENSE,no,1,1,other,herbs,,,,herbs_dosera
double_compressed_cobble,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_compressed_blocks,,,mcl_compressed_blocks_double_compressed_cobblestone,
double_plant_fern_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_fern_bottom,,
double_plant_fern_inv,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_fern_inv,,
double_plant_fern_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_fern_top,,
double_plant_grass_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_grass_bottom,,
double_plant_grass_inv,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_grass_inv,,
double_plant_grass_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_grass_top,,
double_plant_paeonia_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_paeonia_bottom,,
double_plant_paeonia_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_paeonia_top,,
double_plant_rose_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_rose_bottom,,
double_plant_rose_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_rose_top,,
double_plant_sunflower_back,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_sunflower_back,,
double_plant_sunflower_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_sunflower_bottom,,
double_plant_sunflower_front,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_sunflower_front,,
double_plant_sunflower_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_sunflower_top,,
double_plant_syringa_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_syringa_bottom,,
double_plant_syringa_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_double_plant_syringa_top,,
dragon_breath,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_dragon_breath,,
dragon_egg,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_end,,mcl_end_dragon_egg,,
dragon_fireball,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_dragon_fireball,,
dried_kelp,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_ocean,,mcl_ocean_dried_kelp,,
dried_kelp_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_ocean,,mcl_ocean_dried_kelp_bottom,,
dried_kelp_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_ocean,,mcl_ocean_dried_kelp_side,,
dried_kelp_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_ocean,,mcl_ocean_dried_kelp_top,,
drilled_ice,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_drilled_ice
dripleaf_big,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_lush_caves,,mcl_lush_caves_dripleaf_big,,
dripleaf_small,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_lush_caves,,mcl_lush_caves_dripleaf_small,,
dripleaf_stem,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_lush_caves,,mcl_lush_caves_dripleaf_stem,,
dripstone_block,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_dripstone,,dripstone_block,,
drosera,1,,0,game,LGPL,unsplit,mods/herbs/LICENSE,no,1,1,other,herbs,,,,herbs_drosera
drowned,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_drowned,,
drowned_overlay,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_drowned_overlay,,
dry_bamboo_block_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_bamboo_block_side
dry_bamboo_block_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_bamboo_block_top
dry_branches,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_branches
dry_grass_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_grass_top
dry_tree,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_tree
dry_tree_sapling,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_tree_sapling
dry_tree_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_tree_top
dry_vegetation_palette,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_flowers,,mcl_flowers_dry_vegetation_palette,,
dry_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_dry_wood
dye,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_dyes,,mcl_dye,,
dye_black,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_black,
dye_blue,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_blue,
dye_brown,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_brown,
dye_cyan,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_cyan,
dye_dark_green,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_dark_green,
dye_dark_grey,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_dark_grey,
dye_green,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_green,
dye_grey,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_grey,
dye_light_blue,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_dye_light_blue
dye_lightblue,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_lightblue,
dye_lime,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_lime,
dye_magenta,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_magenta,
dye_mask,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_dyes,,mcl_dye_mask,,
dye_orange,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_orange,
dye_pink,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_pink,
dye_red,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_red,
dye_violet,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_violet,
dye_white,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_white,
dye_yellow,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_dye_yellow,
echo_shard,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_sculk,,mcl_sculk_echo_shard,,
effect_bad_omen,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_bad_omen,,
effect_fire_proof,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_fire_proof,,
effect_food_poisoning,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_food_poisoning,,
effect_infested,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_infested,,
effect_invisible,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_invisible,,
effect_leaping,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_leaping,,
effect_night_vision,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_night_vision,,
effect_oozing,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_oozing,,
effect_poisoned,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_poisoned,,
effect_regenerating,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_regenerating,,
effect_slow,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_slow,,
effect_strong,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_strong,,
effect_swift,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_swift,,
effect_trial_omen,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_trial_omen,,
effect_water_breathing,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_water_breathing,,
effect_weak,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_weak,,
effect_weaving,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_weaving,,
effect_wind_charged,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_wind_charged,,
effect_withering,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_potions,,mcl_potions_effect_withering,,
effervescence_petals,1,,0,game,MIT,media dir,mods/effervescence/effervescence_particles/textures/LICENSE,no,1,1,other,effervescence_particles,,,,effervescence_petals
egg_fragment,1,,0,game,MIT,unsplit,mods/animalia/LICENSE,no,1,1,other,animalia,,,,animalia_egg_fragment
egg_fried,1,,0,game,MIT,unsplit,mods/animalia/LICENSE,no,1,1,other,animalia,,,,animalia_egg_fried
egg_plant_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_egg_plant_bottom
egg_plant_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_egg_plant_item
egg_plant_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_egg_plant_side
egg_plant_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_egg_plant_top
eggplant,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_eggplant
eggplant_1,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_eggplant_1
eggplant_2,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_eggplant_2
eggplant_3,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_eggplant_3
eggplant_4,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_eggplant_4
elena,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,elena
elytra,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_armor,,mcl_armor_elytra,,
emerald_ice,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_emerald_ice
empty_armor_slot_boots,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,hud,mcl_inventory,,mcl_inventory_empty_armor_slot_boots,,
empty_armor_slot_chestplate,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,hud,mcl_inventory,,mcl_inventory_empty_armor_slot_chestplate,,
empty_armor_slot_helmet,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,hud,mcl_inventory,,mcl_inventory_empty_armor_slot_helmet,,
empty_armor_slot_leggings,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,hud,mcl_inventory,,mcl_inventory_empty_armor_slot_leggings,,
empty_armor_slot_shield,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,hud,mcl_inventory,,mcl_inventory_empty_armor_slot_shield,,
enchanting_book_closed,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_book_closed,
enchanting_book_enchanted,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_book_enchanted,
enchanting_book_entity,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_book_entity,
enchanting_book_open,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_book_open,
enchanting_button,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_button,
enchanting_button_background,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_button_background,
enchanting_button_hovered,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_button_hovered,
enchanting_button_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_button_off,
enchanting_glyph_1,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_1,
enchanting_glyph_10,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_10,
enchanting_glyph_11,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_11,
enchanting_glyph_12,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_12,
enchanting_glyph_13,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_13,
enchanting_glyph_14,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_14,
enchanting_glyph_15,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_15,
enchanting_glyph_16,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_16,
enchanting_glyph_17,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_17,
enchanting_glyph_18,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_18,
enchanting_glyph_2,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_2,
enchanting_glyph_3,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_enchanting_glyph_3,
